Report Number,ACRS Report Type,Crash Date/Time,Weather,Light,Latitude,Longitude
MCP26560072,Injury Crash,8/10/2023 15:50,N/A,DAYLIGHT,39.15403667,-77.25183283
MCP26560072,Injury Crash,8/10/2023 15:50,N/A,DAYLIGHT,39.15403667,-77.25183283
MCP3339002D,Property Damage Crash,8/10/2023 8:46,CLOUDY,DAYLIGHT,39.10568417,-77.09159283
DD56120040,Property Damage Crash,8/10/2023 8:43,CLOUDY,DAYLIGHT,39.07629437,-77.13848849
DD56120040,Property Damage Crash,8/10/2023 8:43,CLOUDY,DAYLIGHT,39.07629437,-77.13848849
DD56120040,Property Damage Crash,8/10/2023 8:43,CLOUDY,DAYLIGHT,39.07629437,-77.13848849
DD559500DV,Injury Crash,8/10/2023 7:40,CLOUDY,DAYLIGHT,39.07561398,-77.1132104
EJ7898000P,Property Damage Crash,8/10/2023 7:20,CLEAR,DAYLIGHT,39.1300055,-77.22736824
EJ7898000P,Property Damage Crash,8/10/2023 7:20,CLEAR,DAYLIGHT,39.1300055,-77.22736824
MCP33730018,Injury Crash,8/9/2023 22:34,CLEAR,DARK LIGHTS ON,38.99753417,-77.0266715
MCP33730018,Injury Crash,8/9/2023 22:34,CLEAR,DARK LIGHTS ON,38.99753417,-77.0266715
MCP3080003M,Injury Crash,8/9/2023 20:53,CLEAR,DARK LIGHTS ON,39.1522787,-77.29605451
MCP3080003M,Injury Crash,8/9/2023 20:53,CLEAR,DARK LIGHTS ON,39.1522787,-77.29605451
MCP32250041,Property Damage Crash,8/9/2023 18:35,CLEAR,DAYLIGHT,39.109268,-77.078766
MCP32250041,Property Damage Crash,8/9/2023 18:35,CLEAR,DAYLIGHT,39.109268,-77.078766
MCP32250041,Property Damage Crash,8/9/2023 18:35,CLEAR,DAYLIGHT,39.109268,-77.078766
MCP32960020,Injury Crash,8/9/2023 17:47,CLEAR,DAYLIGHT,39.08440583,-76.94118217
MCP3080003L,Injury Crash,8/9/2023 17:26,CLEAR,DAYLIGHT,39.15896942,-77.27528488
MCP3080003L,Injury Crash,8/9/2023 17:26,CLEAR,DAYLIGHT,39.15896942,-77.27528488
MCP3080003L,Injury Crash,8/9/2023 17:26,CLEAR,DAYLIGHT,39.15896942,-77.27528488
MCP2586006D,Property Damage Crash,8/9/2023 17:22,CLEAR,DAYLIGHT,39.18268987,-77.2550729
MCP2586006D,Property Damage Crash,8/9/2023 17:22,CLEAR,DAYLIGHT,39.18268987,-77.2550729
MCP2722004T,Property Damage Crash,8/9/2023 16:04,N/A,DAYLIGHT,39.09397417,-77.06873083
DD5612003Z,Injury Crash,8/9/2023 13:37,CLEAR,DAYLIGHT,39.09082052,-77.17911591
DD5612003Z,Injury Crash,8/9/2023 13:37,CLEAR,DAYLIGHT,39.09082052,-77.17911591
DD5612003Z,Injury Crash,8/9/2023 13:37,CLEAR,DAYLIGHT,39.09082052,-77.17911591
DD5612003Z,Injury Crash,8/9/2023 13:37,CLEAR,DAYLIGHT,39.09082052,-77.17911591
MCP3339002C,Property Damage Crash,8/9/2023 11:04,CLEAR,DAYLIGHT,39.09763867,-77.10577067
MCP3339002C,Property Damage Crash,8/9/2023 11:04,CLEAR,DAYLIGHT,39.09763867,-77.10577067
MCP3353001G,Injury Crash,8/9/2023 10:01,N/A,DAYLIGHT,39.10661233,-77.26357183
MCP209400MG,Injury Crash,8/9/2023 9:23,CLEAR,DAYLIGHT,39.02288667,-77.13226167
MCP209400MG,Injury Crash,8/9/2023 9:23,CLEAR,DAYLIGHT,39.02288667,-77.13226167
MCP9419004K,Property Damage Crash,8/9/2023 8:47,CLEAR,DAYLIGHT,39.117035,-77.16878833
MCP9419004K,Property Damage Crash,8/9/2023 8:47,CLEAR,DAYLIGHT,39.117035,-77.16878833
MCP913000G7,Injury Crash,8/9/2023 7:04,CLEAR,DAYLIGHT,38.99272041,-76.99138458
MCP913000G7,Injury Crash,8/9/2023 7:04,CLEAR,DAYLIGHT,38.99272041,-76.99138458
MCP32510015,Injury Crash,8/8/2023 21:14,CLEAR,DARK LIGHTS ON,39.16345667,-77.28291
MCP32510015,Injury Crash,8/8/2023 21:14,CLEAR,DARK LIGHTS ON,39.16345667,-77.28291
MCP32510015,Injury Crash,8/8/2023 21:14,CLEAR,DARK LIGHTS ON,39.16345667,-77.28291
MCP27830051,Injury Crash,8/8/2023 18:47,CLEAR,DAYLIGHT,39.07580152,-77.00095688
MCP27830051,Injury Crash,8/8/2023 18:47,CLEAR,DAYLIGHT,39.07580152,-77.00095688
MCP2844006L,Property Damage Crash,8/8/2023 18:40,CLEAR,DAYLIGHT,39.03320183,-77.04879733
MCP2844006L,Property Damage Crash,8/8/2023 18:40,CLEAR,DAYLIGHT,39.03320183,-77.04879733
MCP261700BJ,Injury Crash,8/8/2023 17:30,CLEAR,DAYLIGHT,39.12281667,-77.17792667
MCP261700BJ,Injury Crash,8/8/2023 17:30,CLEAR,DAYLIGHT,39.12281667,-77.17792667
EJ7885003C,Property Damage Crash,8/8/2023 17:02,CLEAR,DAYLIGHT,39.14658767,-77.20356783
EJ7885003C,Property Damage Crash,8/8/2023 17:02,CLEAR,DAYLIGHT,39.14658767,-77.20356783
MCP2450004L,Injury Crash,8/8/2023 16:58,N/A,DAYLIGHT,39.12473,-77.24711333
MCP2450004L,Injury Crash,8/8/2023 16:58,N/A,DAYLIGHT,39.12473,-77.24711333
MCP2121002P,Injury Crash,8/8/2023 13:45,CLOUDY,DAYLIGHT,39.15287167,-77.39053433
MCP2121002P,Injury Crash,8/8/2023 13:45,CLOUDY,DAYLIGHT,39.15287167,-77.39053433
MCP13780156,Injury Crash,8/8/2023 12:38,CLOUDY,DAYLIGHT,39.11752117,-77.16966667
MCP13780156,Injury Crash,8/8/2023 12:38,CLOUDY,DAYLIGHT,39.11752117,-77.16966667
MCP13780156,Injury Crash,8/8/2023 12:38,CLOUDY,DAYLIGHT,39.11752117,-77.16966667
MCP24270007,Property Damage Crash,8/8/2023 12:15,CLEAR,DAYLIGHT,38.99587749,-77.02773756
MCP24270007,Property Damage Crash,8/8/2023 12:15,CLEAR,DAYLIGHT,38.99587749,-77.02773756
MCP3136006J,Property Damage Crash,8/8/2023 11:39,CLEAR,DAYLIGHT,38.99924972,-76.99683328
MCP3136006J,Property Damage Crash,8/8/2023 11:39,CLEAR,DAYLIGHT,38.99924972,-76.99683328
MCP2730003C,Property Damage Crash,8/8/2023 11:30,CLEAR,DAYLIGHT,39.17488736,-77.26533824
MCP2730003C,Property Damage Crash,8/8/2023 11:30,CLEAR,DAYLIGHT,39.17488736,-77.26533824
MCP209400MF,Injury Crash,8/8/2023 8:49,CLEAR,DAYLIGHT,39.01346,-77.04802833
MCP209400MF,Injury Crash,8/8/2023 8:49,CLEAR,DAYLIGHT,39.01346,-77.04802833
MCP209400MF,Injury Crash,8/8/2023 8:49,CLEAR,DAYLIGHT,39.01346,-77.04802833
MCP209400MF,Injury Crash,8/8/2023 8:49,CLEAR,DAYLIGHT,39.01346,-77.04802833
DD55830086,Property Damage Crash,8/8/2023 8:35,CLEAR,DAYLIGHT,39.09112883,-77.17533083
DD55830086,Property Damage Crash,8/8/2023 8:35,CLEAR,DAYLIGHT,39.09112883,-77.17533083
DD55830086,Property Damage Crash,8/8/2023 8:35,CLEAR,DAYLIGHT,39.09112883,-77.17533083
MCP0617005C,Injury Crash,8/8/2023 8:16,CLEAR,DAYLIGHT,39.09195833,-77.04224
MCP0617005C,Injury Crash,8/8/2023 8:16,CLEAR,DAYLIGHT,39.09195833,-77.04224
MCP285900DJ,Injury Crash,8/8/2023 8:15,CLOUDY,DAYLIGHT,39.11026633,-77.18790917
MCP285900DJ,Injury Crash,8/8/2023 8:15,CLOUDY,DAYLIGHT,39.11026633,-77.18790917
MCP31230065,Injury Crash,8/8/2023 6:07,N/A,UNKNOWN,39.10386558,-77.15614913
MCP3296001Z,Injury Crash,8/7/2023 20:30,RAINING,DARK NO LIGHTS,39.10491217,-76.93036733
MCP3126004R,Property Damage Crash,8/7/2023 20:15,RAINING,DARK LIGHTS ON,39.222201,-77.25999917
MCP3126004R,Property Damage Crash,8/7/2023 20:15,RAINING,DARK LIGHTS ON,39.222201,-77.25999917
MCP32770034,Property Damage Crash,8/7/2023 18:50,CLEAR,DAYLIGHT,39.15460767,-77.1423345
MCP2339008K,Property Damage Crash,8/7/2023 17:45,RAINING,DAYLIGHT,39.06758717,-77.11393483
MCP2339008K,Property Damage Crash,8/7/2023 17:45,RAINING,DAYLIGHT,39.06758717,-77.11393483
MCP13780155,Injury Crash,8/7/2023 16:55,CLOUDY,DAYLIGHT,39.07544167,-77.11728167
MCP13780155,Injury Crash,8/7/2023 16:55,CLOUDY,DAYLIGHT,39.07544167,-77.11728167
MCP13780155,Injury Crash,8/7/2023 16:55,CLOUDY,DAYLIGHT,39.07544167,-77.11728167
MCP3232003Z,Injury Crash,8/7/2023 16:52,CLOUDY,DAYLIGHT,39.11893126,-77.02115622
MCP3232003Z,Injury Crash,8/7/2023 16:52,CLOUDY,DAYLIGHT,39.11893126,-77.02115622
EJ786600CF,Injury Crash,8/7/2023 15:53,CLOUDY,DAYLIGHT,39.14019442,-77.20908365
EJ786600CF,Injury Crash,8/7/2023 15:53,CLOUDY,DAYLIGHT,39.14019442,-77.20908365
MCP3292001P,Property Damage Crash,8/7/2023 15:36,CLEAR,DAYLIGHT,39.12265192,-77.18970431
MCP3292001P,Property Damage Crash,8/7/2023 15:36,CLEAR,DAYLIGHT,39.12265192,-77.18970431
MCP0617005B,Injury Crash,8/7/2023 14:51,CLEAR,DAYLIGHT,39.133435,-77.00685167
MCP3129007M,Property Damage Crash,8/7/2023 14:04,CLEAR,DAYLIGHT,39.092947,-77.01365033
MCP3129007M,Property Damage Crash,8/7/2023 14:04,CLEAR,DAYLIGHT,39.092947,-77.01365033
DD56650018,Property Damage Crash,8/7/2023 14:00,CLEAR,DAYLIGHT,39.10013169,-77.17627323
EJ78940037,Property Damage Crash,8/7/2023 13:06,CLOUDY,DAYLIGHT,39.1635007,-77.22607695
EJ78940037,Property Damage Crash,8/7/2023 13:06,CLOUDY,DAYLIGHT,39.1635007,-77.22607695
EJ78950045,Property Damage Crash,8/7/2023 13:00,CLEAR,DAYLIGHT,39.15912885,-77.22006092
EJ78950045,Property Damage Crash,8/7/2023 13:00,CLEAR,DAYLIGHT,39.15912885,-77.22006092
MCP2844006K,Property Damage Crash,8/7/2023 12:50,N/A,DAYLIGHT,39.00971845,-77.04080836
MCP2844006K,Property Damage Crash,8/7/2023 12:50,N/A,DAYLIGHT,39.00971845,-77.04080836
MCP1550004L,Property Damage Crash,8/7/2023 12:30,CLEAR,DAYLIGHT,39.0273335,-77.07599633
MCP1550004L,Property Damage Crash,8/7/2023 12:30,CLEAR,DAYLIGHT,39.0273335,-77.07599633
MCP102200HD,Property Damage Crash,8/7/2023 11:39,CLEAR,DAYLIGHT,38.94512833,-77.12064667
MCP209400MD,Injury Crash,8/7/2023 11:10,CLEAR,DAYLIGHT,38.981205,-77.09403667
MCP209400MD,Injury Crash,8/7/2023 11:10,CLEAR,DAYLIGHT,38.981205,-77.09403667
MCP209400MD,Injury Crash,8/7/2023 11:10,CLEAR,DAYLIGHT,38.981205,-77.09403667
MCP2726007Q,Injury Crash,8/7/2023 11:08,CLEAR,DAYLIGHT,39.12132027,-77.1786081
MCP2726007Q,Injury Crash,8/7/2023 11:08,CLEAR,DAYLIGHT,39.12132027,-77.1786081
DD5664000S,Property Damage Crash,8/7/2023 10:13,CLOUDY,DAYLIGHT,39.05781985,-77.11803094
DD5664000S,Property Damage Crash,8/7/2023 10:13,CLOUDY,DAYLIGHT,39.05781985,-77.11803094
MCP31180043,Injury Crash,8/7/2023 9:45,CLOUDY,DAYLIGHT,39.11238573,-77.05913779
MCP31180043,Injury Crash,8/7/2023 9:45,CLOUDY,DAYLIGHT,39.11238573,-77.05913779
MCP33410024,Property Damage Crash,8/7/2023 8:00,CLOUDY,DAYLIGHT,39.09559133,-77.044834
MCP3140002C,Injury Crash,8/7/2023 0:53,CLEAR,DARK LIGHTS ON,39.0045974,-77.05095086
MCP2764002T,Property Damage Crash,8/6/2023 23:00,CLEAR,DARK LIGHTS ON,39.12390492,-77.07332141
MCP26080056,Injury Crash,8/6/2023 19:38,RAINING,DUSK,39.00114333,-76.98849167
MCP26080056,Injury Crash,8/6/2023 19:38,RAINING,DUSK,39.00114333,-76.98849167
MCP2450004K,Property Damage Crash,8/6/2023 19:10,RAINING,OTHER,39.15479667,-77.14227833
MCP2583003B,Property Damage Crash,8/6/2023 18:18,RAINING,DUSK,39.13250283,-77.38560067
MCP3163005P,Injury Crash,8/6/2023 17:22,CLEAR,DAYLIGHT,39.03837533,-77.07558117
MCP3163005P,Injury Crash,8/6/2023 17:22,CLEAR,DAYLIGHT,39.03837533,-77.07558117
MCP3170003C,Injury Crash,8/6/2023 16:53,CLEAR,N/A,39.18094231,-77.26247228
MCP2723007F,Property Damage Crash,8/6/2023 15:30,CLEAR,DAYLIGHT,39.06891833,-77.08879667
MCP2853008X,Injury Crash,8/6/2023 15:17,CLEAR,DAYLIGHT,39.01968308,-77.01315456
MCP2853008X,Injury Crash,8/6/2023 15:17,CLEAR,DAYLIGHT,39.01968308,-77.01315456
MCP31230064,Property Damage Crash,8/6/2023 14:00,N/A,DAYLIGHT,39.0613746,-77.11218892
MCP3290002C,Property Damage Crash,8/6/2023 13:49,CLEAR,DAYLIGHT,39.0301987,-77.04776387
MCP3290002C,Property Damage Crash,8/6/2023 13:49,CLEAR,DAYLIGHT,39.0301987,-77.04776387
MCP3264003Z,Property Damage Crash,8/6/2023 13:00,CLEAR,DAYLIGHT,38.99442515,-77.03095968
MCP3264003Z,Property Damage Crash,8/6/2023 13:00,CLEAR,DAYLIGHT,38.99442515,-77.03095968
MCP3280003R,Property Damage Crash,8/6/2023 12:46,CLEAR,DAYLIGHT,39.040125,-76.98874333
EJ7898000N,Property Damage Crash,8/6/2023 12:35,CLEAR,DAYLIGHT,39.13253918,-77.20537622
MCP3145003Q,Injury Crash,8/6/2023 11:45,CLEAR,DAYLIGHT,39.03614,-77.00027333
MCP3145003Q,Injury Crash,8/6/2023 11:45,CLEAR,DAYLIGHT,39.03614,-77.00027333
MCP31230062,Injury Crash,8/6/2023 9:43,CLOUDY,DAYLIGHT,39.10332718,-77.19062037
MCP31230062,Injury Crash,8/6/2023 9:43,CLOUDY,DAYLIGHT,39.10332718,-77.19062037
HA25250003,Property Damage Crash,8/6/2023 6:15,CLEAR,DAWN,39.03195016,-77.04828887
HA25250003,Property Damage Crash,8/6/2023 6:15,CLEAR,DAWN,39.03195016,-77.04828887
MCP2582004V,Property Damage Crash,8/6/2023 4:42,CLEAR,DARK LIGHTS ON,39.11735067,-76.9699625
DM85150006,Property Damage Crash,8/5/2023 23:54,CLEAR,DARK LIGHTS ON,38.99389301,-77.0022484
MCP2722004S,Property Damage Crash,8/5/2023 17:51,CLEAR,DAYLIGHT,39.0915975,-77.04730683
MCP1483000Q,Property Damage Crash,8/5/2023 16:50,N/A,UNKNOWN,39.11801633,-77.16829
DD559500DT,Property Damage Crash,8/5/2023 16:30,CLEAR,DAYLIGHT,39.07448233,-77.13738167
DD559500DT,Property Damage Crash,8/5/2023 16:30,CLEAR,DAYLIGHT,39.07448233,-77.13738167
MCP32950030,Property Damage Crash,8/5/2023 15:47,CLEAR,DAYLIGHT,39.1114009,-76.93193737
MCP32950030,Property Damage Crash,8/5/2023 15:47,CLEAR,DAYLIGHT,39.1114009,-76.93193737
MCP32950030,Property Damage Crash,8/5/2023 15:47,CLEAR,DAYLIGHT,39.1114009,-76.93193737
MCP2177004T,Injury Crash,8/5/2023 13:48,CLOUDY,DAYLIGHT,39.15639822,-77.21397835
MCP3351001C,Property Damage Crash,8/5/2023 13:34,CLEAR,DAYLIGHT,38.99903942,-76.99729151
MCP3351001C,Property Damage Crash,8/5/2023 13:34,CLEAR,DAYLIGHT,38.99903942,-76.99729151
DD56570012,Property Damage Crash,8/5/2023 13:30,CLEAR,DAYLIGHT,39.08402489,-77.14967855
DD56570012,Property Damage Crash,8/5/2023 13:30,CLEAR,DAYLIGHT,39.08402489,-77.14967855
DD559500DS,Property Damage Crash,8/5/2023 12:15,CLOUDY,DAYLIGHT,39.078854,-77.14208983
DD559500DS,Property Damage Crash,8/5/2023 12:15,CLOUDY,DAYLIGHT,39.078854,-77.14208983
MCP3010008J,Property Damage Crash,8/5/2023 11:17,CLEAR,DAYLIGHT,39.03013167,-77.094895
MCP3351001D,Property Damage Crash,8/5/2023 10:53,CLEAR,DAYLIGHT,38.99857967,-76.9988947
MCP3351001D,Property Damage Crash,8/5/2023 10:53,CLEAR,DAYLIGHT,38.99857967,-76.9988947
MCP2270001X,Property Damage Crash,8/5/2023 10:25,CLEAR,DAYLIGHT,38.98728167,-77.14555833
MCP2270001X,Property Damage Crash,8/5/2023 10:25,CLEAR,DAYLIGHT,38.98728167,-77.14555833
MCP2270001X,Property Damage Crash,8/5/2023 10:25,CLEAR,DAYLIGHT,38.98728167,-77.14555833
DD559500DR,Injury Crash,8/5/2023 8:55,CLOUDY,DAYLIGHT,39.07392417,-77.13527917
MCP2844006J,Injury Crash,8/5/2023 8:50,CLEAR,DAYLIGHT,39.09182083,-77.070141
MCP2844006J,Injury Crash,8/5/2023 8:50,CLEAR,DAYLIGHT,39.09182083,-77.070141
MCP33350022,Property Damage Crash,8/5/2023 5:58,FOGGY,DAWN,39.017834,-76.97709217
MCP33350022,Property Damage Crash,8/5/2023 5:58,FOGGY,DAWN,39.017834,-76.97709217
MCP3243001M,Property Damage Crash,8/5/2023 4:33,CLEAR,DARK NO LIGHTS,39.01540917,-77.0780735
MCP91180043,Injury Crash,8/5/2023 2:24,CLEAR,DARK -- UNKNOWN LIGHTING,39.05454071,-77.05029098
MCP91180043,Injury Crash,8/5/2023 2:24,CLEAR,DARK -- UNKNOWN LIGHTING,39.05454071,-77.05029098
MCP3276002R,Injury Crash,8/4/2023 23:30,CLEAR,DARK LIGHTS ON,39.00661129,-76.99764611
EJ7871006H,Injury Crash,8/4/2023 22:46,CLEAR,DARK LIGHTS ON,39.14009943,-77.19565158
EJ7871006H,Injury Crash,8/4/2023 22:46,CLEAR,DARK LIGHTS ON,39.14009943,-77.19565158
EJ78700068,Property Damage Crash,8/4/2023 22:09,N/A,DARK LIGHTS ON,39.13200878,-77.18939768
EJ78700068,Property Damage Crash,8/4/2023 22:09,N/A,DARK LIGHTS ON,39.13200878,-77.18939768
MCP27860041,Property Damage Crash,8/4/2023 21:47,RAINING,DARK LIGHTS ON,39.20029333,-77.253925
MCP27860041,Property Damage Crash,8/4/2023 21:47,RAINING,DARK LIGHTS ON,39.20029333,-77.253925
DM8501001J,Property Damage Crash,8/4/2023 21:09,N/A,DUSK,38.98075,-76.98950667
DM8501001J,Property Damage Crash,8/4/2023 21:09,N/A,DUSK,38.98075,-76.98950667
MCP2760003Y,Property Damage Crash,8/4/2023 19:15,CLEAR,DAYLIGHT,39.15382833,-77.21054
MCP2760003Y,Property Damage Crash,8/4/2023 19:15,CLEAR,DAYLIGHT,39.15382833,-77.21054
MCP33740013,Injury Crash,8/4/2023 14:55,CLEAR,DAYLIGHT,39.05302447,-77.10431221
MCP33740013,Injury Crash,8/4/2023 14:55,CLEAR,DAYLIGHT,39.05302447,-77.10431221
MCP3129007K,Property Damage Crash,8/4/2023 13:19,CLOUDY,DAYLIGHT,39.06247517,-77.05427683
DD5502007N,Property Damage Crash,8/4/2023 11:51,CLOUDY,DAYLIGHT,39.08706517,-77.17576839
DD5502007N,Property Damage Crash,8/4/2023 11:51,CLOUDY,DAYLIGHT,39.08706517,-77.17576839
MCP3290002B,Property Damage Crash,8/4/2023 11:48,CLEAR,DAYLIGHT,39.01218918,-77.04145008
MCP3290002B,Property Damage Crash,8/4/2023 11:48,CLEAR,DAYLIGHT,39.01218918,-77.04145008
MCP235800BP,Injury Crash,8/4/2023 9:00,CLEAR,DAYLIGHT,38.97053952,-77.11622437
MCP235800BP,Injury Crash,8/4/2023 9:00,CLEAR,DAYLIGHT,38.97053952,-77.11622437
MCP302600BF,Injury Crash,8/4/2023 7:50,CLEAR,DAYLIGHT,38.95717717,-77.09070617
MCP302600BF,Injury Crash,8/4/2023 7:50,CLEAR,DAYLIGHT,38.95717717,-77.09070617
MCP3129007H,Property Damage Crash,8/4/2023 6:24,RAINING,DAWN,39.069609,-77.10551667
MCP31070024,Property Damage Crash,8/4/2023 3:30,RAINING,DARK -- UNKNOWN LIGHTING,39.12399,-77.16157833
MCP2948006D,Property Damage Crash,8/3/2023 23:20,RAINING,DARK -- UNKNOWN LIGHTING,39.04102667,-77.02890333
MCP2948006D,Property Damage Crash,8/3/2023 23:20,RAINING,DARK -- UNKNOWN LIGHTING,39.04102667,-77.02890333
MCP2948006C,Injury Crash,8/3/2023 21:50,RAINING,DARK -- UNKNOWN LIGHTING,39.05699167,-77.07359167
MCP2948006C,Injury Crash,8/3/2023 21:50,RAINING,DARK -- UNKNOWN LIGHTING,39.05699167,-77.07359167
MCP33420014,Injury Crash,8/3/2023 21:28,RAINING,DARK NO LIGHTS,39.04906367,-77.051853
MCP33420014,Injury Crash,8/3/2023 21:28,RAINING,DARK NO LIGHTS,39.04906367,-77.051853
MCP33420014,Injury Crash,8/3/2023 21:28,RAINING,DARK NO LIGHTS,39.04906367,-77.051853
MCP3275001S,Property Damage Crash,8/3/2023 18:24,N/A,DAYLIGHT,39.053145,-76.96288333
MCP3275001S,Property Damage Crash,8/3/2023 18:24,N/A,DAYLIGHT,39.053145,-76.96288333
MCP3053006P,Property Damage Crash,8/3/2023 17:56,RAINING,N/A,39.041735,-77.05211
MCP3053006P,Property Damage Crash,8/3/2023 17:56,RAINING,N/A,39.041735,-77.05211
MCP2361002P,Property Damage Crash,8/3/2023 16:07,RAINING,DAYLIGHT,39.15261833,-77.1941
MCP2361002P,Property Damage Crash,8/3/2023 16:07,RAINING,DAYLIGHT,39.15261833,-77.1941
EJ7887002R,Injury Crash,8/3/2023 15:40,CLOUDY,DAYLIGHT,39.12728747,-77.20937108
EJ7887002R,Injury Crash,8/3/2023 15:40,CLOUDY,DAYLIGHT,39.12728747,-77.20937108
MCP31180042,Property Damage Crash,8/3/2023 13:30,CLOUDY,DAYLIGHT,39.09063849,-77.04476115
MCP31180042,Property Damage Crash,8/3/2023 13:30,CLOUDY,DAYLIGHT,39.09063849,-77.04476115
MCP2941004Q,Property Damage Crash,8/3/2023 13:13,CLEAR,DAYLIGHT,39.1700851,-77.19439708
MCP2941004Q,Property Damage Crash,8/3/2023 13:13,CLEAR,DAYLIGHT,39.1700851,-77.19439708
MCP32680031,Property Damage Crash,8/3/2023 11:44,CLEAR,DAYLIGHT,39.07323717,-76.9635115
MCP32680031,Property Damage Crash,8/3/2023 11:44,CLEAR,DAYLIGHT,39.07323717,-76.9635115
MCP2612005D,Injury Crash,8/3/2023 11:30,CLOUDY,DAYLIGHT,39.05617734,-77.08262173
EJ7887002Q,Property Damage Crash,8/3/2023 11:25,CLEAR,DAYLIGHT,39.12923107,-77.20083195
EJ7887002Q,Property Damage Crash,8/3/2023 11:25,CLEAR,DAYLIGHT,39.12923107,-77.20083195
MCP33730017,Property Damage Crash,8/3/2023 10:35,RAINING,DARK LIGHTS ON,38.99802133,-77.026836
MCP33730017,Property Damage Crash,8/3/2023 10:35,RAINING,DARK LIGHTS ON,38.99802133,-77.026836
MCP24450052,Injury Crash,8/3/2023 10:34,CLEAR,DAYLIGHT,39.190056,-77.24168117
MCP209400MC,Injury Crash,8/3/2023 8:56,CLEAR,DARK -- UNKNOWN LIGHTING,39.00198833,-77.18061167
MCP157500DH,Injury Crash,8/3/2023 8:34,CLEAR,DAYLIGHT,39.173255,-77.29568333
MCP31740046,Property Damage Crash,8/3/2023 7:53,CLEAR,DAYLIGHT,39.15074917,-77.21439583
MCP31740046,Property Damage Crash,8/3/2023 7:53,CLEAR,DAYLIGHT,39.15074917,-77.21439583
MCP31740046,Property Damage Crash,8/3/2023 7:53,CLEAR,DAYLIGHT,39.15074917,-77.21439583
MCP29680050,Injury Crash,8/3/2023 7:43,CLEAR,DAYLIGHT,39.05706167,-77.15817
MCP29680050,Injury Crash,8/3/2023 7:43,CLEAR,DAYLIGHT,39.05706167,-77.15817
MCP29680050,Injury Crash,8/3/2023 7:43,CLEAR,DAYLIGHT,39.05706167,-77.15817
MCP1465005Y,Property Damage Crash,8/3/2023 7:32,CLOUDY,DAYLIGHT,39.20071833,-77.25402833
MCP1465005Y,Property Damage Crash,8/3/2023 7:32,CLOUDY,DAYLIGHT,39.20071833,-77.25402833
MCP26410037,Property Damage Crash,8/3/2023 6:55,CLOUDY,DAYLIGHT,39.28674333,-77.22658333
MCP285900DH,Property Damage Crash,8/3/2023 5:46,CLEAR,DARK LIGHTS ON,39.13204322,-77.2447153
MCP3288002G,Property Damage Crash,8/3/2023 4:54,CLEAR,DARK LIGHTS ON,39.19078651,-77.18150284
MCP2354001Z,Injury Crash,8/3/2023 1:00,CLEAR,DARK LIGHTS ON,39.04394333,-77.12789167
MCP3158004G,Property Damage Crash,8/2/2023 23:19,CLEAR,DARK LIGHTS ON,39.15727215,-77.17604336
MCP24550061,Property Damage Crash,8/2/2023 21:27,CLEAR,DARK LIGHTS ON,39.05673179,-77.10935363
MCP3275001T,Property Damage Crash,8/2/2023 20:46,CLEAR,DARK -- UNKNOWN LIGHTING,39.05317833,-76.96273
MCP3275001T,Property Damage Crash,8/2/2023 20:46,CLEAR,DARK -- UNKNOWN LIGHTING,39.05317833,-76.96273
EJ785600BZ,Injury Crash,8/2/2023 18:37,CLOUDY,DAYLIGHT,39.1232753,-77.2360439
MCP2552006B,Injury Crash,8/2/2023 18:27,CLEAR,DAYLIGHT,39.08741667,-77.15017167
MCP2552006B,Injury Crash,8/2/2023 18:27,CLEAR,DAYLIGHT,39.08741667,-77.15017167
MCP31920042,Property Damage Crash,8/2/2023 18:26,CLEAR,DAYLIGHT,39.0478,-77.0518
MCP31920042,Property Damage Crash,8/2/2023 18:26,CLEAR,DAYLIGHT,39.0478,-77.0518
MCP28710090,Property Damage Crash,8/2/2023 17:22,CLEAR,DAYLIGHT,38.98886,-77.09544333
MCP28710090,Property Damage Crash,8/2/2023 17:22,CLEAR,DAYLIGHT,38.98886,-77.09544333
MCP2752005M,Property Damage Crash,8/2/2023 17:12,CLEAR,DAYLIGHT,39.02919938,-77.20153812
MCP3296001Y,Property Damage Crash,8/2/2023 15:37,CLEAR,DAYLIGHT,39.0712475,-76.99828783
MCP2875007J,Injury Crash,8/2/2023 15:17,CLOUDY,DAYLIGHT,39.25913167,-77.224015
MCP2875007J,Injury Crash,8/2/2023 15:17,CLOUDY,DAYLIGHT,39.25913167,-77.224015
MCP33470012,Injury Crash,8/2/2023 15:08,CLEAR,DAYLIGHT,39.01083147,-77.12207309
MCP3353001F,Property Damage Crash,8/2/2023 14:00,CLEAR,DAYLIGHT,39.11932783,-77.16099667
MCP3353001F,Property Damage Crash,8/2/2023 14:00,CLEAR,DAYLIGHT,39.11932783,-77.16099667
MCP33410023,Property Damage Crash,8/2/2023 12:20,CLEAR,DAYLIGHT,39.101497,-77.0742145
MCP33410023,Property Damage Crash,8/2/2023 12:20,CLEAR,DAYLIGHT,39.101497,-77.0742145
MCP9106003B,Injury Crash,8/2/2023 11:30,N/A,DAYLIGHT,39.146325,-77.27473667
MCP9106003B,Injury Crash,8/2/2023 11:30,N/A,DAYLIGHT,39.146325,-77.27473667
DD561500FK,Injury Crash,8/2/2023 10:05,CLEAR,DAYLIGHT,39.07959817,-77.13663148
DD561500FK,Injury Crash,8/2/2023 10:05,CLEAR,DAYLIGHT,39.07959817,-77.13663148
